,Time,Force,L_pitchAcc,L_yawAcc,R_pitchAcc,R_yawAcc,L_surgeAcc,L_rollAcc,R_surgeAcc,R_rollAcc,L_pitchVel,L_yawVel,R_pitchVel,R_yawVel,L_surgeVel,L_rollVel,R_surgeVel,R_rollVel,L_pitch,L_yaw,R_pitch,R_yaw,L_surge,L_roll,R_surge,R_roll,R_x,R_y,R_z,L_x,L_y,L_z,L_motion,R_motion
88,4.53,0.13,0.05,-0.01,0.11,-0.11,-0.00,-0.00,1.31,1.31,-6.23,0.34,-13.06,0.86,0.02,0.04,655.04,655.04,0.81,-51.78,20.00,-25.55,-420.00,-1308.00,3923414.00,4555764.00,0.85,-0.02,0.64,0.50,0.33,0.86,1,1
89,4.579,0.15,0.03,-0.01,-0.00,-0.05,-0.00,-0.00,-1.29,-1.28,-4.54,-0.25,-13.15,-1.51,-0.14,-0.06,-2.92,-0.10,0.58,-51.80,19.33,-25.63,-427.00,-1311.00,3923265.00,4555759.00,0.85,-0.02,0.63,0.52,0.32,0.86,1,1
90,4.632,0.16,-0.02,0.02,-0.03,0.01,0.00,0.00,0.01,0.00,-5.66,0.67,-14.70,-1.10,-0.02,-0.02,0.00,0.00,0.29,-51.76,18.57,-25.68,-428.00,-1312.00,3923265.00,4555759.00,0.85,-0.03,0.63,0.51,0.31,0.85,1,0
91,4.682,0.13,0.10,-0.01,-0.02,0.06,0.00,-0.00,0.01,0.00,-0.86,0.18,-15.53,2.08,0.00,-0.06,-0.72,-0.02,0.24,-51.75,17.79,-25.58,-428.00,-1315.00,3923229.00,4555758.00,0.85,-0.04,0.62,0.51,0.32,0.86,1,1
92,4.73,0.14,0.08,0.01,0.06,0.05,0.00,0.00,0.00,0.00,2.92,0.53,-12.70,4.46,0.00,-0.04,-0.04,-0.02,0.39,-51.73,17.16,-25.36,-428.00,-1317.00,3923227.00,4555757.00,0.84,-0.03,0.63,0.52,0.30,0.86,1,1
93,4.779,0.13,0.16,-0.06,0.04,0.01,0.00,-0.00,-0.00,0.00,10.63,-2.22,-10.75,5.02,0.27,-0.39,-0.14,0.06,0.91,-51.83,16.63,-25.11,-415.00,-1336.00,3923220.00,4555760.00,0.85,-0.01,0.62,0.50,0.29,0.86,1,1
94,4.829,0.11,-0.06,0.03,-0.02,-0.05,0.00,0.00,-0.00,-0.00,7.82,-0.51,-11.61,2.47,0.90,0.30,-0.76,0.02,1.30,-51.86,16.05,-24.99,-370.00,-1321.00,3923182.00,4555761.00,0.83,-0.02,0.64,0.51,0.28,0.86,1,1
95,4.878,0.10,-0.14,-0.02,0.10,0.00,-0.00,-0.00,-0.00,0.00,0.93,-1.47,-6.37,2.53,0.04,0.06,-1.62,0.04,1.35,-51.93,15.73,-24.86,-368.00,-1318.00,3923101.00,4555763.00,0.85,0.02,0.63,0.49,0.28,0.88,1,1
96,4.931,0.12,-0.05,0.03,-0.01,0.01,-0.00,-0.00,1.31,1.30,-1.68,-0.08,-6.73,3.06,0.02,0.00,650.88,650.88,1.26,-51.94,15.40,-24.71,-367.00,-1318.00,3955645.00,4588307.00,0.85,0.01,0.63,0.50,0.28,0.86,1,0
97,4.981,0.13,0.01,-0.01,-0.04,-0.07,-0.00,-0.00,-1.28,-0.03,-0.92,-0.41,-8.98,-0.27,0.00,-0.25,-0.02,638.12,1.22,-51.96,14.94,-24.72,-367.00,-1331.00,3955644.00,4620851.00,0.85,-0.00,0.64,0.49,0.27,0.88,1,0
98,5.034,0.14,-0.02,0.01,0.04,-0.11,-0.00,0.00,-0.00,-1.23,-2.12,0.23,-6.85,-6.20,0.00,-0.17,-2.37,0.19,1.11,-51.95,14.58,-25.04,-367.00,-1340.00,3955521.00,4620861.00,0.85,-0.00,0.63,0.49,0.26,0.85,1,0
99,5.082,0.15,0.03,-0.02,0.11,0.06,-0.00,-0.00,-0.00,-0.00,-0.40,-0.53,-1.30,-3.20,0.00,-0.20,-3.78,-0.06,1.09,-51.97,14.52,-25.20,-367.00,-1350.00,3955332.00,4620858.00,0.85,-0.00,0.64,0.51,0.26,0.89,1,1
100,5.132,0.12,-0.02,-0.01,0.00,0.06,-0.00,0.00,0.00,0.00,-1.39,-0.80,-1.08,0.10,-0.02,0.00,-2.98,-0.02,1.02,-52.01,14.46,-25.20,-368.00,-1350.00,3955180.00,4620857.00,0.84,-0.00,0.63,0.50,0.28,0.87,1,1
101,5.185,0.11,0.02,0.01,-0.04,0.02,0.00,0.00,1.31,1.30,-0.29,-0.36,-3.03,1.12,0.06,0.14,650.88,650.88,1.00,-52.03,14.31,-25.14,-365.00,-1343.00,3987724.00,4653401.00,0.85,-0.00,0.63,0.50,0.28,0.87,1,0
102,5.234,0.19,-0.01,-0.00,-0.03,0.00,-0.00,-0.00,-1.31,-1.30,-0.71,-0.45,-4.28,1.13,-0.02,0.10,-1.62,-0.02,0.97,-52.05,14.10,-25.09,-366.00,-1338.00,3987643.00,4653400.00,0.84,-0.00,0.63,0.51,0.28,0.88,1,1
103,5.287,0.21,-0.01,-0.01,-0.01,-0.02,0.00,-0.00,0.00,-0.00,-1.22,-0.73,-4.56,0.09,0.04,0.00,-0.65,-0.04,0.90,-52.09,13.86,-25.08,-364.00,-1338.00,3987610.00,4653398.00,0.84,-0.00,0.64,0.47,0.27,0.87,1,1
104,5.337,0.25,0.01,0.00,0.10,-0.05,-0.00,-0.00,-0.00,-0.00,-0.71,-0.60,0.31,-2.63,0.02,-0.06,-1.24,-0.08,0.87,-52.12,13.88,-25.22,-363.00,-1341.00,3987547.00,4653394.00,0.85,-0.01,0.63,0.50,0.26,0.87,1,1
105,5.386,0.29,0.01,-0.00,0.13,0.02,0.00,0.00,0.00,0.00,-0.40,-0.81,7.01,-1.85,0.06,0.18,-0.94,0.00,0.85,-52.16,14.24,-25.31,-360.00,-1332.00,3987499.00,4653394.00,0.85,-0.00,0.62,0.51,0.27,0.88,1,1
106,5.435,0.14,-0.00,0.01,-0.03,0.10,-0.00,-0.00,0.00,0.00,-0.55,-0.45,5.66,2.83,0.00,0.00,-0.45,0.06,0.82,-52.19,14.51,-25.17,-360.00,-1332.00,3987477.00,4653397.00,0.85,-0.01,0.63,0.32,0.25,0.82,0,1
107,5.484,0.22,0.01,-0.01,-0.10,-0.16,-0.00,-0.00,0.00,-0.00,-0.16,-0.87,0.88,-4.94,0.00,0.00,-0.02,0.00,0.81,-52.23,14.56,-25.41,-360.00,-1332.00,3987476.00,4653397.00,0.85,0.00,0.63,0.51,0.28,0.88,0,1
108,5.537,0.19,-0.01,0.01,-0.06,-0.05,-0.00,-0.00,0.00,-0.00,-0.71,-0.36,-2.38,-7.27,0.00,0.00,0.00,0.00,0.78,-52.25,14.44,-25.78,-360.00,-1332.00,3987476.00,4653397.00,0.84,0.00,0.64,0.52,0.28,0.87,0,0
109,5.586,0.18,0.00,-0.00,-0.09,-0.04,-0.00,-0.00,0.00,-0.00,-0.56,-0.56,-6.84,-9.21,0.00,0.00,0.04,-0.04,0.75,-52.27,14.09,-26.25,-360.00,-1332.00,3987478.00,4653395.00,0.85,-0.00,0.63,0.49,0.27,0.87,0,1
110,5.636,0.19,-0.00,0.01,0.07,0.14,-0.00,-0.00,0.00,0.00,-0.70,-0.21,-3.06,-2.18,0.00,0.00,0.65,0.00,0.71,-52.29,13.94,-26.36,-360.00,-1332.00,3987511.00,4653395.00,0.84,-0.01,0.63,0.53,0.30,0.85,0,1
111,5.685,0.19,0.01,-0.01,0.17,0.10,-0.00,-0.00,0.00,0.00,-0.35,-0.55,5.36,2.53,0.00,0.00,2.04,-0.04,0.69,-52.31,14.20,-26.23,-360.00,-1332.00,3987611.00,4653393.00,0.85,0.00,0.63,0.54,0.25,0.87,0,1
112,5.734,0.20,0.01,-0.01,0.32,0.28,-0.00,-0.00,0.00,0.00,-0.07,-0.89,20.92,16.12,0.00,0.00,4.39,-0.02,0.69,-52.36,15.23,-25.44,-360.00,-1332.00,3987826.00,4653392.00,0.85,-0.00,0.63,0.54,0.27,0.85,0,1
113,5.787,0.16,-0.01,0.02,-0.02,-0.03,-0.00,-0.00,0.00,0.00,-0.48,0.10,19.68,14.50,0.00,0.00,6.40,0.00,0.67,-52.35,16.21,-24.72,-360.00,-1332.00,3988146.00,4653392.00,0.84,-0.01,0.63,0.52,0.31,0.86,0,1
114,5.836,0.14,0.02,-0.01,-0.17,-0.21,-0.00,-0.00,0.00,0.00,0.43,-0.30,11.07,3.54,0.00,0.00,6.47,0.00,0.69,-52.37,16.78,-24.54,-360.00,-1332.00,3988476.00,4653392.00,0.85,-0.01,0.63,0.49,0.32,0.89,0,1
115,5.885,0.15,0.00,-0.01,-0.08,-0.08,-0.00,-0.00,-0.00,0.00,0.52,-0.76,7.36,-0.45,0.00,0.00,5.22,-0.24,0.71,-52.40,17.14,-24.56,-360.00,-1332.00,3988732.00,4653380.00,0.84,0.00,0.63,0.52,0.34,0.85,0,1
116,5.934,0.18,-0.00,-0.00,-0.05,0.01,-0.00,-0.00,-0.00,0.00,0.46,-0.86,4.72,-0.10,0.00,0.00,4.98,-0.16,0.74,-52.45,17.37,-24.56,-360.00,-1332.00,3988981.00,4653372.00,0.85,0.00,0.63,0.50,0.33,0.89,0,1
117,5.988,0.18,-0.02,0.01,-0.16,-0.04,-0.00,-0.00,-0.00,0.00,-0.62,-0.43,-3.35,-2.00,0.00,0.00,3.57,-0.02,0.71,-52.47,17.21,-24.66,-360.00,-1332.00,3989156.00,4653371.00,0.85,0.00,0.63,0.50,0.32,0.83,0,1
118,6.037,0.18,-0.01,0.01,-0.11,-0.05,-0.00,-0.00,-0.00,0.00,-0.97,-0.01,-9.15,-4.37,0.00,0.00,1.20,0.16,0.66,-52.47,16.74,-24.88,-360.00,-1332.00,3989217.00,4653379.00,0.85,-0.01,0.64,0.51,0.32,0.84,0,1
119,6.087,0.15,0.02,-0.01,-0.13,-0.09,-0.00,-0.00,-0.00,-0.00,0.02,-0.54,-15.73,-9.15,0.00,0.00,-0.02,-0.08,0.66,-52.50,15.94,-25.35,-360.00,-1332.00,3989216.00,4653375.00,0.86,-0.00,0.63,0.54,0.30,0.86,0,1
120,6.14,0.14,0.00,0.00,0.05,0.06,-0.00,-0.00,-0.00,0.00,0.19,-0.47,-13.25,-6.26,0.00,0.00,-0.06,-0.08,0.67,-52.52,15.26,-25.67,-360.00,-1332.00,3989213.00,4653371.00,0.85,0.01,0.63,0.53,0.30,0.85,0,1
121,6.189,0.16,-0.01,0.01,0.06,0.03,-0.00,-0.00,-0.00,0.00,-0.49,0.11,-10.24,-4.58,0.00,0.00,-0.06,-0.06,0.64,-52.51,14.75,-25.90,-360.00,-1332.00,3989210.00,4653368.00,0.84,0.00,0.63,0.54,0.29,0.84,0,1
122,6.237,0.15,-0.00,-0.01,0.08,0.05,-0.00,-0.00,0.00,0.00,-0.62,-0.52,-6.05,-1.85,0.00,0.00,-0.04,-0.02,0.61,-52.54,14.45,-25.99,-360.00,-1332.00,3989208.00,4653367.00,0.85,-0.00,0.63,0.52,0.29,0.84,0,1
123,6.286,0.16,0.00,0.00,0.08,-0.01,-0.00,-0.00,-0.00,0.00,-0.48,-0.41,-2.05,-2.30,0.00,0.00,-0.08,0.00,0.59,-52.56,14.35,-26.11,-360.00,-1332.00,3989204.00,4653367.00,0.85,-0.00,0.63,0.51,0.29,0.86,0,1
124,6.34,0.19,-0.01,-0.00,-0.00,-0.03,-0.00,-0.00,0.00,0.00,-0.81,-0.65,-2.19,-3.75,0.00,0.00,0.00,0.12,0.55,-52.59,14.24,-26.29,-360.00,-1332.00,3989204.00,4653373.00,0.84,-0.00,0.62,0.52,0.29,0.86,0,1
125,6.389,0.14,-0.00,0.00,-0.02,0.00,-0.00,-0.00,0.00,-0.00,-1.03,-0.42,-3.03,-3.56,0.00,0.00,-0.41,0.00,0.50,-52.61,14.08,-26.48,-360.00,-1332.00,3989183.00,4653373.00,0.84,-0.00,0.63,0.53,0.30,0.84,0,1
126,6.439,0.16,-0.01,-0.00,-0.05,0.01,-0.00,-0.00,0.00,-0.00,-1.50,-0.55,-5.77,-2.94,0.00,0.00,-0.02,-0.02,0.42,-52.64,13.79,-26.63,-360.00,-1332.00,3989182.00,4653372.00,0.85,0.00,0.63,0.54,0.30,0.84,0,1
127,6.492,0.18,0.01,0.00,-0.06,-0.02,-0.00,-0.00,-0.00,0.00,-1.24,-0.35,-8.73,-3.74,0.00,0.00,-0.06,0.00,0.36,-52.66,13.35,-26.81,-360.00,-1332.00,3989179.00,4653372.00,0.85,-0.01,0.63,0.55,0.27,0.86,0,1
128,6.541,0.16,0.00,0.01,0.00,0.02,-0.00,-0.00,-0.00,0.00,-1.16,0.01,-8.56,-2.66,0.00,0.00,-0.10,0.00,0.30,-52.66,12.92,-26.95,-360.00,-1332.00,3989174.00,4653372.00,0.85,-0.01,0.63,0.54,0.28,0.84,0,1
129,6.589,0.11,0.01,-0.00,0.09,0.03,-0.00,-0.00,-0.00,0.00,-0.88,-0.11,-4.16,-1.12,-0.16,0.00,-0.46,-0.10,0.25,-52.66,12.72,-27.00,-368.00,-1332.00,3989151.00,4653367.00,0.85,-0.00,0.64,0.54,0.28,0.85,1,1
130,6.643,0.14,-0.01,-0.00,-0.02,0.01,0.00,-0.00,-0.00,0.00,-1.20,-0.11,-5.19,-0.45,0.00,0.00,-1.12,0.04,0.19,-52.67,12.45,-27.03,-368.00,-1332.00,3989094.00,4653369.00,0.85,-0.00,0.63,0.54,0.28,0.85,0,1
131,6.692,0.12,0.00,-0.00,0.04,-0.02,0.00,-0.00,-0.00,0.00,-1.03,-0.20,-3.28,-1.65,0.00,0.00,-2.22,0.06,0.14,-52.68,12.28,-27.11,-368.00,-1332.00,3988981.00,4653372.00,0.85,-0.01,0.63,0.55,0.27,0.85,0,1
132,6.741,0.14,0.01,0.01,-0.03,0.02,0.00,-0.00,0.00,-0.00,-0.66,0.25,-4.53,-0.40,0.00,0.00,-2.16,-0.06,0.11,-52.67,12.06,-27.13,-368.00,-1332.00,3988873.00,4653369.00,0.85,-0.01,0.64,0.56,0.26,0.85,0,1
133,6.791,0.16,-0.00,-0.00,-0.05,0.05,0.00,-0.00,0.00,-0.00,-0.86,0.18,-6.79,1.93,0.00,0.00,-1.73,-0.06,0.07,-52.66,11.72,-27.03,-368.00,-1332.00,3988788.00,4653366.00,0.85,-0.01,0.64,0.55,0.28,0.85,0,1
134,6.844,0.13,-0.01,-0.01,0.01,-0.00,0.00,-0.00,0.00,0.00,-1.26,-0.11,-6.51,1.83,0.00,-0.04,-0.92,-0.06,0.00,-52.66,11.40,-26.94,-368.00,-1334.00,3988742.00,4653363.00,0.85,-0.01,0.63,0.51,0.30,0.85,1,1
135,6.893,0.13,0.02,-0.01,-0.05,0.03,0.00,0.00,0.00,0.00,-0.37,-0.51,-8.99,3.16,-0.02,-0.04,-0.53,-0.06,-0.02,-52.69,10.94,-26.78,-369.00,-1336.00,3988715.00,4653360.00,0.85,-0.01,0.62,0.52,0.26,0.87,1,1
136,6.946,0.11,-0.01,0.01,0.03,0.02,-0.00,-0.00,-0.00,0.00,-0.69,-0.07,-7.31,4.01,-0.06,-0.06,-0.63,-0.06,-0.05,-52.69,10.57,-26.58,-372.00,-1339.00,3988683.00,4653357.00,0.85,-0.02,0.62,0.54,0.25,0.86,1,1
137,6.995,0.16,0.01,-0.00,-0.01,0.03,0.00,0.00,-0.00,0.00,-0.26,-0.16,-7.88,5.67,0.00,0.00,-0.80,-0.06,-0.06,-52.70,10.17,-26.29,-372.00,-1339.00,3988642.00,4653354.00,0.85,-0.01,0.63,0.53,0.25,0.85,0,1
138,7.044,0.13,-0.01,0.00,0.04,0.01,0.00,0.00,-0.00,0.00,-0.94,-0.07,-6.07,6.33,0.00,0.00,-1.68,0.00,-0.11,-52.71,9.86,-25.97,-372.00,-1339.00,3988558.00,4653354.00,0.85,-0.02,0.62,0.53,0.25,0.88,0,1
139,7.093,0.15,-0.01,0.00,0.01,-0.03,0.00,0.00,-0.00,0.00,-1.51,-0.01,-5.35,4.95,0.00,-0.04,-1.94,0.04,-0.18,-52.71,9.60,-25.73,-372.00,-1341.00,3988463.00,4653356.00,0.85,-0.01,0.63,0.53,0.24,0.87,1,1
140,7.143,0.15,-0.01,0.00,0.01,-0.02,0.00,0.00,-0.00,-0.00,-2.19,0.06,-4.88,3.74,0.00,-0.02,-2.68,0.00,-0.29,-52.70,9.36,-25.54,-372.00,-1342.00,3988329.00,4653356.00,0.84,-0.02,0.63,0.52,0.24,0.87,1,1
141,7.196,0.13,-0.01,-0.01,0.04,-0.03,0.00,0.00,1.36,-0.00,-2.73,-0.27,-2.73,2.14,0.00,0.00,664.16,664.16,-0.43,-52.72,9.22,-25.44,-372.00,-1342.00,4020873.00,4685900.00,0.85,-0.02,0.63,0.53,0.23,0.87,0,0
142,7.245,0.12,-0.01,0.01,0.01,0.01,0.00,0.00,-1.28,-1.28,-3.26,0.29,-2.05,2.64,0.00,0.00,0.00,0.00,-0.60,-52.70,9.12,-25.30,-372.00,-1342.00,4020873.00,4685900.00,0.84,-0.03,0.62,0.54,0.24,0.89,0,1
143,7.295,0.22,0.01,-0.01,0.02,0.00,0.00,0.00,-1.28,-1.28,-2.53,-0.14,-1.25,2.83,0.00,0.00,664.16,664.16,-0.72,-52.71,9.05,-25.16,-372.00,-1342.00,4053417.00,4718444.00,0.87,-0.05,0.63,0.49,0.32,0.88,0,0
144,7.343,0.21,0.06,-0.01,-0.07,-0.05,0.00,0.00,-0.03,-0.03,0.33,-0.75,-4.84,0.15,0.00,0.00,650.88,650.88,-0.70,-52.75,8.81,-25.15,-372.00,-1342.00,4085961.00,4750988.00,0.85,-0.01,0.63,0.49,0.24,0.89,0,0
145,7.396,0.19,0.00,0.01,0.05,-0.02,0.00,0.00,-0.03,-0.03,0.39,0.00,-2.14,-0.79,0.00,0.00,638.12,638.12,-0.68,-52.75,8.70,-25.19,-372.00,-1342.00,4118505.00,4783532.00,0.85,-0.02,0.63,0.52,0.23,0.89,0,0
146,7.446,0.18,0.00,0.00,0.01,-0.00,0.00,0.00,0.03,0.03,0.48,0.19,-1.80,-0.97,0.00,0.00,650.88,650.88,-0.66,-52.74,8.61,-25.24,-372.00,-1342.00,4151049.00,4816076.00,0.85,-0.02,0.63,0.52,0.22,0.89,0,0
147,7.495,0.18,0.01,0.00,0.04,-0.00,0.00,0.00,-1.33,-1.33,0.78,0.31,0.27,-1.05,0.00,0.00,0.00,0.00,-0.62,-52.72,8.63,-25.29,-372.00,-1342.00,4151049.00,4816076.00,0.85,-0.02,0.63,0.53,0.24,0.88,0,1
148,7.544,0.20,-0.02,0.00,0.00,-0.01,0.00,0.00,-1.33,-1.33,-0.01,0.40,0.50,-1.53,0.00,0.00,650.88,650.88,-0.62,-52.70,8.65,-25.37,-372.00,-1342.00,4183593.00,4848620.00,0.85,-0.03,0.64,0.52,0.23,0.87,0,0
149,7.594,0.15,0.01,-0.01,0.01,-0.02,0.00,0.00,-1.30,-1.30,0.35,-0.33,1.21,-2.51,0.00,0.00,0.00,0.00,-0.61,-52.72,8.71,-25.50,-372.00,-1342.00,4183593.00,4848620.00,0.85,-0.02,0.63,0.53,0.22,0.87,0,0
150,7.643,0.15,-0.02,0.01,0.00,-0.03,0.00,0.00,-1.30,-1.30,-0.49,-0.03,1.25,-3.77,0.00,0.00,-0.35,0.00,-0.63,-52.72,8.77,-25.68,-372.00,-1342.00,4183576.00,4848620.00,0.85,-0.02,0.63,0.53,0.23,0.88,0,1
151,7.696,0.19,0.02,-0.00,-0.01,0.03,0.00,0.00,1.30,-1.30,0.29,-0.11,0.85,-2.30,0.00,0.00,650.88,650.88,-0.62,-52.72,8.82,-25.80,-372.00,-1342.00,4216120.00,4881164.00,0.85,-0.02,0.62,0.53,0.23,0.87,0,0
152,7.744,0.20,-0.00,0.00,0.03,0.06,0.00,0.00,0.00,0.00,0.24,-0.05,2.34,0.87,0.00,0.00,650.88,650.88,-0.60,-52.73,8.93,-25.75,-372.00,-1342.00,4248664.00,4913708.00,0.85,-0.02,0.63,0.53,0.24,0.87,0,0
153,7.794,0.19,0.01,-0.01,-0.05,-0.04,0.00,0.00,0.03,0.03,0.55,-0.51,0.00,-0.86,0.00,0.00,664.16,664.16,-0.58,-52.75,8.93,-25.79,-372.00,-1342.00,4281208.00,4946252.00,0.85,-0.02,0.63,0.53,0.23,0.87,0,0
154,7.843,0.21,-0.02,0.01,0.01,-0.04,0.00,0.00,-0.05,-0.05,-0.22,-0.02,0.37,-2.95,0.00,0.00,638.12,638.12,-0.59,-52.75,8.95,-25.95,-372.00,-1342.00,4313752.00,4978796.00,0.85,-0.01,0.64,0.54,0.25,0.86,0,0
155,7.896,0.11,-0.01,0.01,0.05,-0.10,0.00,0.00,0.00,0.00,-0.53,0.43,2.93,-8.02,0.00,0.00,638.12,638.12,-0.61,-52.73,9.10,-26.35,-372.00,-1342.00,4346296.00,5011340.00,0.85,-0.04,0.63,0.50,0.24,0.89,0,0
156,7.946,0.11,0.01,-0.01,0.17,0.01,0.00,0.00,0.03,0.03,-0.17,-0.20,11.30,-7.60,0.00,0.00,650.88,650.88,-0.62,-52.74,9.67,-26.73,-372.00,-1342.00,4378840.00,5043884.00,0.85,-0.01,0.62,0.54,0.19,0.87,0,0
157,7.995,0.14,-0.03,0.01,-0.11,0.08,0.00,0.00,-1.30,-1.30,-1.44,0.46,5.75,-3.50,0.00,0.00,0.00,0.00,-0.70,-52.72,9.95,-26.91,-372.00,-1342.00,4378840.00,5043884.00,0.84,-0.02,0.63,0.59,0.30,0.84,0,1
158,8.045,0.15,0.02,-0.01,0.15,-0.09,0.00,0.00,-1.30,-1.30,-0.28,-0.28,13.23,-8.00,0.00,0.00,664.16,664.16,-0.71,-52.73,10.60,-27.30,-372.00,-1342.00,4411384.00,5076428.00,0.85,-0.02,0.64,0.49,0.24,0.84,0,0
159,8.097,0.09,-0.01,0.00,-0.13,0.02,0.00,0.00,-0.07,-0.07,-0.67,-0.03,6.63,-6.94,0.00,0.00,625.85,625.85,-0.74,-52.73,10.95,-27.66,-372.00,-1342.00,4443928.00,5108972.00,0.85,-0.01,0.62,0.74,0.42,0.92,0,0
160,8.146,0.08,0.00,0.01,-0.02,0.08,0.00,0.00,0.02,0.02,-0.56,0.62,5.81,-2.89,0.00,0.00,638.12,638.12,-0.77,-52.70,11.24,-27.81,-372.00,-1342.00,4476472.00,5141516.00,0.85,-0.03,0.63,0.55,0.24,0.85,0,0
161,8.195,0.12,0.02,-0.01,-0.01,-0.03,0.00,0.00,-1.30,-1.30,0.64,-0.10,5.21,-4.40,0.00,0.00,0.00,0.00,-0.74,-52.71,11.50,-28.03,-372.00,-1342.00,4476472.00,5141516.00,0.84,-0.01,0.63,0.55,0.26,0.80,0,1
162,8.249,0.12,-0.01,0.00,-0.07,0.08,0.00,0.00,-1.30,-1.30,0.11,0.11,1.61,-0.63,0.00,0.00,650.88,650.88,-0.74,-52.70,11.58,-28.06,-372.00,-1342.00,4509016.00,5174060.00,0.85,-0.02,0.64,0.51,0.25,0.86,0,0
163,8.298,0.08,0.00,0.00,-0.01,-0.02,0.00,0.00,0.00,0.00,0.19,0.30,1.33,-1.85,0.00,0.00,650.88,650.88,-0.73,-52.69,11.65,-28.15,-372.00,-1342.00,4541560.00,5206604.00,0.84,-0.01,0.62,0.59,0.27,0.82,0,0
164,8.347,0.04,0.01,-0.02,-0.04,0.03,0.00,0.00,0.00,0.00,0.64,-0.69,-0.57,-0.22,0.00,0.00,650.88,650.88,-0.69,-52.72,11.62,-28.16,-372.00,-1342.00,4574104.00,5239148.00,0.86,-0.02,0.62,0.57,0.25,0.84,0,0
165,8.4,0.07,-0.03,0.02,-0.01,0.02,0.00,0.00,-0.03,-0.03,-0.66,0.24,-0.93,0.62,0.00,0.00,638.12,638.12,-0.73,-52.71,11.57,-28.13,-372.00,-1342.00,4606648.00,5271692.00,0.85,-0.02,0.63,0.57,0.25,0.85,0,0
166,8.45,0.07,0.02,-0.01,-0.02,-0.01,0.00,0.00,0.00,0.00,0.26,-0.22,-2.03,-0.01,0.00,0.00,638.12,638.12,-0.71,-52.72,11.47,-28.13,-372.00,-1342.00,4639192.00,5304236.00,0.85,-0.02,0.63,0.56,0.26,0.84,0,0
167,8.498,0.05,-0.00,0.00,0.03,0.03,0.00,0.00,0.03,0.03,0.21,-0.07,-0.56,1.68,0.00,0.00,651.52,651.52,-0.70,-52.72,11.44,-28.04,-372.00,-1342.00,4671768.00,5336812.00,0.85,-0.02,0.62,0.57,0.26,0.83,0,0
168,8.548,0.09,-0.00,0.00,-0.02,-0.03,0.00,0.00,-1.30,-1.30,-0.04,0.05,-1.50,0.43,0.00,0.00,0.00,0.00,-0.71,-52.72,11.36,-28.02,-372.00,-1342.00,4671768.00,5336812.00,0.85,-0.01,0.63,0.56,0.26,0.84,0,1
169,8.601,0.07,0.02,-0.01,-0.01,0.00,0.00,0.00,-1.30,-1.30,0.81,-0.25,-1.87,0.45,0.00,0.00,0.02,-0.06,-0.67,-52.73,11.27,-28.00,-372.00,-1342.00,4671769.00,5336809.00,0.85,-0.01,0.62,0.57,0.25,0.83,0,1
170,8.65,0.08,-0.03,0.00,-0.01,0.02,0.00,0.00,1.25,1.25,-0.53,-0.12,-2.20,1.47,0.00,0.00,638.12,638.12,-0.69,-52.74,11.16,-27.93,-372.00,-1342.00,4704313.00,5369353.00,0.85,-0.01,0.63,0.57,0.26,0.84,0,0
171,8.699,0.07,0.02,-0.00,-0.02,0.03,0.00,0.00,0.03,0.03,0.26,-0.20,-2.99,3.18,0.00,0.00,650.88,650.88,-0.68,-52.75,11.01,-27.77,-372.00,-1342.00,4736857.00,5401897.00,0.85,-0.02,0.63,0.56,0.25,0.84,0,0
172,8.753,0.10,-0.01,-0.00,0.02,-0.05,0.00,0.00,0.00,0.00,-0.23,-0.23,-2.01,0.53,0.00,0.00,650.88,650.88,-0.69,-52.76,10.91,-27.74,-372.00,-1342.00,4769401.00,5434441.00,0.85,-0.02,0.63,0.56,0.22,0.84,0,0
173,8.802,0.08,-0.00,-0.00,-0.06,0.08,0.00,0.00,0.00,0.00,-0.39,-0.43,-5.24,4.29,0.00,0.00,650.88,650.88,-0.71,-52.78,10.65,-27.53,-372.00,-1342.00,4801945.00,5466985.00,0.85,-0.01,0.61,0.48,0.23,0.84,0,0
174,8.851,0.10,-0.01,0.01,0.03,-0.07,0.00,0.00,-0.03,-0.03,-0.96,0.27,-3.67,0.90,0.00,0.00,638.12,638.12,-0.76,-52.77,10.46,-27.48,-372.00,-1342.00,4834489.00,5499529.00,0.85,-0.03,0.63,0.53,0.25,0.87,0,0
175,8.904,0.07,0.01,-0.00,0.04,-0.02,0.00,0.00,-1.25,-1.25,-0.66,0.06,-1.39,-0.12,0.00,0.00,0.00,0.00,-0.79,-52.77,10.39,-27.49,-372.00,-1342.00,4834489.00,5499529.00,0.85,-0.02,0.62,0.57,0.25,0.85,0,0
176,8.949,0.05,0.02,0.00,0.08,0.02,0.00,0.00,-1.25,-1.25,0.24,0.25,2.41,1.08,0.00,0.00,1.82,-0.06,-0.78,-52.75,10.51,-27.43,-372.00,-1342.00,4834580.00,5499526.00,0.84,-0.02,0.63,0.56,0.24,0.85,0,1
177,9.002,0.08,0.01,-0.01,0.01,0.00,0.00,0.00,1.35,1.36,0.56,-0.13,2.74,1.25,0.00,0.00,664.16,664.16,-0.75,-52.76,10.64,-27.37,-372.00,-1342.00,4867124.00,5532070.00,0.85,-0.02,0.62,0.57,0.24,0.84,0,0
