,Ref_task1_Time,User_task1_Time,Ref_task1_Force,User_task1_Force,Ref_task1_L_pitchAcc,User_task1_L_pitchAcc,Ref_task1_L_yawAcc,User_task1_L_yawAcc,Ref_task1_R_pitchAcc,User_task1_R_pitchAcc,Ref_task1_R_yawAcc,User_task1_R_yawAcc,Ref_task1_L_surgeAcc,User_task1_L_surgeAcc,Ref_task1_L_rollAcc,User_task1_L_rollAcc,Ref_task1_R_surgeAcc,User_task1_R_surgeAcc,Ref_task1_R_rollAcc,User_task1_R_rollAcc,Ref_task1_L_pitchVel,User_task1_L_pitchVel,Ref_task1_L_yawVel,User_task1_L_yawVel,Ref_task1_R_pitchVel,User_task1_R_pitchVel,Ref_task1_R_yawVel,User_task1_R_yawVel,Ref_task1_L_surgeVel,User_task1_L_surgeVel,Ref_task1_L_rollVel,User_task1_L_rollVel,Ref_task1_R_surgeVel,User_task1_R_surgeVel,Ref_task1_R_rollVel,User_task1_R_rollVel,Ref_task1_L_pitch,User_task1_L_pitch,Ref_task1_L_yaw,User_task1_L_yaw,Ref_task1_R_pitch,User_task1_R_pitch,Ref_task1_R_yaw,User_task1_R_yaw,Ref_task1_L_surge,User_task1_L_surge,Ref_task1_L_roll,User_task1_L_roll,Ref_task1_R_surge,User_task1_R_surge,Ref_task1_R_roll,User_task1_R_roll
48,[4.73],[4.711],[0.13],[0.13],[-0.01],[-0.],[-0.],[-0.],[-0.04],[-0.06],[0.02],[0.05],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.35],[-0.33],[-0.45],[-0.67],[0.31],[0.42],[-3.2],[-1.97],[0.],[0.],[0.06],[-0.02],[-0.02],[0.],[638.12],[0.],[0.9],[0.93],[-52.12],[-52.14],[15.73],[15.69],[-25.2],[-25.39],[-360.],[124003.],[-1332.],[-4704.],[3988732.],[2073442.],[4653380.],[2785843.]
49,[4.779],[4.761],[0.15],[0.16],[0.02],[-0.],[0.01],[0.01],[-0.03],[0.01],[0.02],[-0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.07],[-0.33],[-0.87],[-0.67],[7.01],[0.42],[0.1],[-1.72],[0.],[-0.1],[0.],[-0.02],[-2.37],[0.],[0.19],[0.],[0.9],[0.93],[-52.12],[-52.13],[15.4],[15.37],[-25.14],[-25.39],[-360.],[124003.],[-1332.],[-4704.],[3988981.],[2073442.],[4653372.],[2785843.]
50,[4.829],[4.814],[0.16],[0.16],[0.],[-0.],[-0.01],[-0.01],[-0.03],[-0.06],[0.02],[0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.48],[-0.33],[-0.36],[-0.55],[5.66],[0.42],[1.12],[-1.72],[0.27],[0.21],[-0.25],[-0.12],[-3.78],[0.],[-0.06],[0.],[0.9],[0.92],[-52.12],[-52.13],[14.94],[14.9],[-25.09],[-25.39],[-360.],[124003.],[-1332.],[-4704.],[3989156.],[2073442.],[4653371.],[2785843.]
51,[4.878],[4.863],[0.16],[0.16],[-0.],[-0.],[-0.01],[-0.01],[-0.01],[0.],[0.02],[-0.02],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.43],[0.21],[-0.56],[-0.55],[0.88],[0.42],[1.13],[-1.72],[0.9],[0.21],[-0.17],[-0.12],[-2.98],[0.],[-0.02],[0.],[0.9],[0.91],[-52.12],[-52.15],[14.58],[14.46],[-25.08],[-25.39],[-360.],[124003.],[-1332.],[-4704.],[3989217.],[2073442.],[4653379.],[2785843.]
52,[4.931],[4.912],[0.13],[0.12],[-0.02],[-0.01],[-0.01],[-0.02],[0.1],[0.11],[0.1],[-0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[0.52],[0.21],[-0.21],[-0.28],[-2.38],[0.42],[0.09],[-1.72],[0.04],[0.],[-0.2],[-0.12],[650.88],[0.],[650.88],[0.],[0.9],[0.91],[-52.12],[-52.13],[14.52],[14.46],[-25.22],[-25.39],[-360.],[124003.],[-1332.],[-4704.],[3989216.],[2073442.],[4653375.],[2785843.]
53,[4.981],[4.962],[0.13],[0.13],[-0.01],[-0.01],[0.02],[0.01],[0.13],[0.11],[-0.16],[-0.07],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.46],[0.21],[-0.55],[-0.28],[-6.84],[0.42],[-2.63],[-1.72],[0.02],[0.],[0.],[-0.02],[-1.62],[0.],[-0.02],[0.],[0.9],[0.89],[-52.12],[-52.13],[14.46],[14.46],[-25.31],[-25.39],[-360.],[124003.],[-1332.],[-4704.],[3989213.],[2073442.],[4653371.],[2785843.]
54,[5.034],[5.01],[0.14],[0.13],[0.02],[0.01],[-0.01],[-0.01],[-0.03],[-0.03],[-0.05],[-0.04],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.62],[-0.11],[-0.89],[-0.28],[-3.06],[0.42],[-1.85],[-1.72],[0.],[0.],[0.],[0.],[-0.65],[0.],[-0.04],[0.],[0.87],[0.87],[-52.16],[-52.17],[14.31],[14.46],[-25.17],[-25.39],[-360.],[124003.],[-1332.],[-4704.],[3989210.],[2073442.],[4653368.],[2785843.]
55,[5.082],[5.063],[0.13],[0.13],[0.],[-0.01],[-0.01],[-0.01],[-0.1],[-0.03],[-0.04],[-0.04],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[-0.97],[-0.18],[0.1],[-0.12],[5.36],[1.51],[2.83],[-1.72],[0.],[0.],[0.],[0.],[-1.24],[0.],[-0.08],[0.],[0.85],[0.87],[-52.19],[-52.18],[14.1],[14.46],[-25.41],[-25.49],[-360.],[124003.],[-1332.],[-4704.],[3989208.],[2073442.],[4653367.],[2785843.]
56,[5.132],[5.113],[0.11],[0.11],[-0.01],[-0.01],[-0.],[0.],[-0.06],[-0.03],[0.14],[0.11],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.02],[-0.06],[-0.3],[-0.26],[20.92],[1.51],[-4.94],[-1.72],[0.],[0.],[0.14],[0.1],[-0.94],[0.],[0.],[0.],[0.82],[0.8],[-52.23],[-52.21],[13.86],[14.46],[-25.78],[-25.58],[-360.],[124003.],[-1332.],[-4704.],[3989204.],[2073442.],[4653367.],[2785843.]
57,[5.185],[5.162],[0.11],[0.11],[-0.],[-0.],[-0.],[0.],[-0.09],[-0.03],[0.1],[0.11],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[0.19],[-0.07],[-0.76],[-0.5],[19.68],[1.51],[-7.27],[-1.72],[0.],[0.],[0.1],[0.1],[-0.45],[0.],[0.],[0.],[0.81],[0.8],[-52.23],[-52.22],[13.88],[14.46],[-26.25],[-25.58],[-360.],[124003.],[-1332.],[-4704.],[3989204.],[2073442.],[4653373.],[2785843.]
58,[5.234],[5.211],[0.1],[0.09],[-0.],[0.],[0.01],[0.],[0.07],[0.06],[0.28],[0.11],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[-0.49],[-0.46],[-0.86],[-0.5],[11.07],[1.51],[-9.21],[-1.72],[0.],[0.],[0.1],[0.08],[-0.02],[0.],[0.],[0.],[0.78],[0.8],[-52.23],[-52.23],[14.24],[14.46],[-26.36],[-25.58],[-360.],[124003.],[-1332.],[-4704.],[3989183.],[2073442.],[4653373.],[2785843.]
59,[5.287],[5.264],[0.12],[0.13],[-0.],[-0.],[0.01],[0.],[0.17],[0.06],[-0.03],[-0.01],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[-0.62],[-0.46],[-0.43],[-0.5],[7.36],[-0.73],[-2.18],[-1.72],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.75],[0.74],[-52.25],[-52.27],[14.51],[14.46],[-26.23],[-25.58],[-360.],[124003.],[-1332.],[-4704.],[3989182.],[2073442.],[4653372.],[2785843.]
60,[5.337],[5.314],[0.12],[0.12],[0.],[-0.],[-0.01],[-0.01],[0.32],[0.06],[-0.21],[-0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.48],[-0.46],[-0.01],[-0.5],[4.72],[-0.25],[2.53],[0.94],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.71],[0.74],[-52.27],[-52.27],[14.56],[14.46],[-25.44],[-25.53],[-360.],[124003.],[-1332.],[-4704.],[3989179.],[2073442.],[4653372.],[2785843.]
61,[5.386],[5.363],[0.12],[0.12],[-0.01],[-0.01],[0.],[0.],[-0.02],[-0.04],[-0.08],[-0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.81],[-0.43],[-0.54],[-0.5],[-3.35],[-3.81],[16.12],[0.94],[0.],[0.],[-0.06],[0.],[0.04],[0.],[0.06],[0.],[0.69],[0.67],[-52.29],[-52.3],[14.44],[14.46],[-24.72],[-25.52],[-360.],[124003.],[-1332.],[-4704.],[3989174.],[2073442.],[4653372.],[2785843.]
62,[5.435],[5.411],[0.12],[0.1],[-0.],[0.],[0.],[0.],[-0.17],[-0.05],[0.01],[0.08],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-1.03],[-1.21],[-0.47],[-0.5],[-9.15],[-6.84],[14.5],[0.24],[0.],[0.],[0.18],[0.],[0.65],[0.],[0.],[0.],[0.69],[0.67],[-52.31],[-52.33],[14.09],[14.46],[-24.54],[-25.49],[-368.],[124003.],[-1332.],[-4704.],[3989151.],[2073442.],[4653367.],[2785843.]
63,[5.484],[5.465],[0.12],[0.1],[-0.01],[-0.02],[0.01],[0.01],[-0.08],[-0.05],[0.01],[-0.01],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-1.5],[-1.21],[0.11],[-0.5],[-15.73],[-6.11],[3.54],[0.59],[-0.02],[0.],[0.],[0.],[2.04],[0.],[0.],[0.],[0.67],[0.67],[-52.36],[-52.34],[13.94],[14.46],[-24.56],[-25.49],[-368.],[124003.],[-1332.],[-4704.],[3989094.],[2073442.],[4653369.],[2785843.]
64,[5.537],[5.514],[0.13],[0.13],[0.01],[-0.],[-0.01],[0.],[-0.05],[-0.05],[0.01],[0.01],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-1.24],[-1.21],[-0.52],[-0.5],[-13.25],[-9.1],[-0.45],[-0.46],[0.06],[0.],[0.],[0.],[4.39],[0.],[-0.04],[0.],[0.69],[0.67],[-52.35],[-52.35],[14.2],[14.46],[-24.56],[-25.49],[-368.],[124003.],[-1332.],[-4704.],[3988981.],[2073442.],[4653372.],[2785843.]
65,[5.586],[5.563],[0.13],[0.14],[0.],[-0.],[0.],[0.],[-0.16],[-0.05],[-0.04],[-0.03],[0.],[-0.],[0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[-1.16],[-1.21],[-0.41],[-0.5],[-10.24],[-8.9],[-0.1],[-0.46],[-0.02],[-0.02],[0.],[0.],[6.4],[0.],[0.],[0.],[0.71],[0.67],[-52.37],[-52.36],[15.23],[14.46],[-24.66],[-25.49],[-368.],[124003.],[-1332.],[-4704.],[3988873.],[2073442.],[4653369.],[2785843.]
66,[5.636],[5.613],[0.13],[0.12],[0.],[-0.],[-0.],[0.],[-0.11],[-0.05],[-0.05],[-0.03],[0.],[-0.],[0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[-0.88],[-1.21],[-0.65],[-0.5],[-6.05],[-3.43],[-2.],[-1.16],[0.04],[0.02],[0.],[0.],[6.47],[0.],[0.],[0.],[0.74],[0.67],[-52.4],[-52.39],[16.21],[14.46],[-24.88],[-25.49],[-368.],[124003.],[-1332.],[-4704.],[3988788.],[2073442.],[4653366.],[2785843.]
67,[5.685],[5.666],[0.13],[0.1],[0.],[0.],[0.],[0.],[-0.13],[-0.03],[-0.09],[-0.03],[0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[-1.2],[-1.21],[-0.42],[-0.5],[-2.05],[-3.43],[-4.37],[-4.87],[0.02],[0.02],[0.],[0.],[5.22],[0.],[-0.04],[0.],[0.71],[0.67],[-52.4],[-52.39],[16.78],[14.46],[-25.35],[-25.51],[-368.],[124003.],[-1334.],[-4704.],[3988742.],[2073442.],[4653363.],[2785843.]
68,[5.734],[5.715],[0.13],[0.13],[0.01],[0.02],[0.],[-0.],[0.05],[0.04],[0.06],[0.01],[0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[-1.03],[-1.21],[-0.55],[-0.5],[-2.19],[-3.43],[-9.15],[-6.77],[0.06],[0.06],[0.],[0.],[4.98],[0.],[-0.02],[0.],[0.66],[0.67],[-52.4],[-52.4],[17.14],[14.46],[-25.67],[-25.57],[-369.],[124003.],[-1336.],[-4704.],[3988715.],[2073442.],[4653360.],[2785843.]
69,[5.787],[5.764],[0.14],[0.13],[0.01],[0.01],[0.],[-0.],[0.05],[0.03],[0.03],[0.02],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.66],[-1.21],[-0.35],[-0.5],[-3.03],[-3.43],[-6.26],[-6.77],[0.],[0.],[0.],[0.],[3.57],[0.],[0.],[0.],[0.66],[0.67],[-52.4],[-52.4],[17.37],[14.46],[-25.9],[-25.82],[-372.],[124003.],[-1339.],[-4704.],[3988683.],[2073442.],[4653357.],[2785843.]
70,[5.836],[5.817],[0.15],[0.16],[-0.01],[-0.01],[-0.],[-0.],[0.05],[0.01],[0.05],[0.02],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.86],[-1.21],[0.01],[-0.03],[-5.77],[-4.72],[-4.58],[-6.77],[0.],[0.],[0.],[0.],[1.2],[0.],[0.],[0.],[0.67],[0.67],[-52.4],[-52.42],[17.21],[14.46],[-25.99],[-25.82],[-372.],[124003.],[-1339.],[-4704.],[3988642.],[2073442.],[4653354.],[2785843.]
71,[5.885],[5.866],[0.15],[0.15],[0.],[0.],[0.],[-0.],[0.06],[0.03],[-0.01],[0.],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-1.26],[-1.21],[-0.11],[-0.03],[-8.73],[-4.72],[-1.85],[-1.42],[0.],[0.],[0.],[0.],[-0.02],[0.],[0.],[0.],[0.64],[0.61],[-52.45],[-52.44],[16.74],[14.46],[-26.11],[-25.82],[-372.],[124003.],[-1339.],[-4704.],[3988558.],[2073442.],[4653354.],[2785843.]
72,[5.934],[5.916],[0.15],[0.15],[0.],[-0.],[0.01],[0.01],[0.08],[0.03],[-0.03],[-0.02],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.37],[-1.21],[-0.11],[-0.03],[-8.56],[-4.72],[-2.3],[-1.42],[0.],[0.],[0.],[0.],[-0.06],[0.],[0.],[0.],[0.61],[0.61],[-52.45],[-52.44],[15.94],[14.46],[-26.29],[-25.82],[-372.],[124003.],[-1341.],[-4704.],[3988463.],[2073442.],[4653356.],[2785843.]
73,[5.988],[5.968],[0.12],[0.13],[0.],[0.],[-0.],[-0.],[0.08],[0.05],[0.],[-0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[-0.69],[-1.21],[-0.2],[-0.21],[-4.16],[-4.72],[-3.75],[-1.42],[0.],[0.],[0.],[0.],[-0.06],[0.],[-0.24],[0.],[0.61],[0.61],[-52.45],[-52.45],[15.26],[14.46],[-26.48],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[3988329.],[2073442.],[4653356.],[2785843.]
74,[6.037],[6.018],[0.11],[0.13],[0.01],[0.01],[-0.],[-0.],[-0.],[0.04],[0.],[0.],[0.],[-0.],[0.],[-0.],[1.36],[-1.25],[-0.],[-1.25],[-0.26],[-1.21],[0.25],[0.07],[-5.19],[-4.72],[-3.56],[-2.02],[0.],[0.],[0.],[0.],[-0.04],[0.],[-0.16],[0.],[0.61],[0.62],[-52.47],[-52.47],[14.75],[14.46],[-26.63],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4020873.],[2073442.],[4685900.],[2785843.]
75,[6.087],[6.067],[0.19],[0.18],[-0.],[0.],[-0.],[-0.],[-0.02],[-0.03],[0.01],[0.],[0.],[-0.],[0.],[-0.],[-1.28],[-1.25],[-1.28],[-1.25],[-0.94],[-1.21],[0.18],[0.07],[-3.28],[-1.52],[-2.94],[-2.02],[0.],[0.],[0.],[0.],[-0.08],[0.],[-0.02],[0.],[0.61],[0.61],[-52.47],[-52.48],[14.45],[14.46],[-26.81],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4020873.],[2073442.],[4685900.],[2785843.]
76,[6.14],[6.121],[0.21],[0.2],[-0.01],[0.],[0.01],[0.01],[-0.05],[-0.03],[-0.02],[-0.01],[0.],[-0.],[0.],[-0.],[-1.28],[-1.25],[-1.28],[-1.25],[-1.51],[-1.36],[-0.11],[0.07],[-4.53],[-3.71],[-3.74],[-2.02],[0.],[0.],[0.],[0.],[0.],[0.],[0.16],[0.],[0.59],[0.6],[-52.47],[-52.47],[14.35],[14.29],[-26.95],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4053417.],[2073442.],[4718444.],[2785843.]
77,[6.189],[6.17],[0.25],[0.2],[0.02],[0.01],[-0.],[-0.01],[-0.06],[-0.03],[0.02],[0.01],[-0.],[-0.],[0.],[-0.],[-0.03],[-1.25],[-0.03],[-1.25],[-2.19],[-1.41],[-0.51],[-0.51],[-6.79],[-6.06],[-2.66],[-2.02],[0.],[0.],[0.],[0.],[0.],[0.],[-0.08],[0.],[0.59],[0.59],[-52.47],[-52.47],[14.24],[14.29],[-27.],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4085961.],[2073442.],[4750988.],[2785843.]
78,[6.237],[6.219],[0.29],[0.2],[-0.01],[-0.01],[-0.01],[-0.01],[0.],[0.03],[0.03],[0.01],[-0.],[-0.],[0.],[-0.],[-0.03],[-1.25],[-0.03],[-1.25],[-2.73],[-1.41],[-0.51],[-0.37],[-6.51],[-6.06],[-1.12],[-2.02],[0.],[0.],[0.],[0.],[-0.41],[0.],[-0.08],[0.],[0.55],[0.58],[-52.47],[-52.47],[14.08],[14.05],[-27.03],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4118505.],[2073442.],[4783532.],[2785843.]
79,[6.286],[6.268],[0.14],[0.18],[0.01],[-0.01],[-0.01],[0.],[0.09],[0.03],[0.01],[0.01],[-0.],[-0.],[0.],[-0.],[0.03],[-1.25],[0.03],[-1.25],[-3.26],[-1.41],[-0.07],[-0.05],[-8.99],[-7.33],[-0.45],[-2.02],[0.],[0.],[0.],[0.],[-0.02],[0.],[-0.06],[0.],[0.5],[0.58],[-52.47],[-52.47],[14.08],[13.97],[-27.11],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4151049.],[2073442.],[4816076.],[2785843.]
80,[6.34],[6.317],[0.22],[0.18],[-0.01],[-0.01],[0.01],[0.01],[-0.02],[-0.04],[-0.02],[0.01],[-0.],[-0.],[0.],[-0.],[-1.33],[-1.25],[-1.33],[-1.25],[-2.53],[-1.18],[-0.16],[-0.11],[-7.31],[-7.33],[-1.65],[-2.02],[0.],[0.],[0.],[0.],[-0.06],[0.],[-0.02],[0.],[0.42],[0.58],[-52.5],[-52.49],[13.79],[13.79],[-27.13],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4151049.],[2073442.],[4816076.],[2785843.]
81,[6.389],[6.37],[0.19],[0.18],[-0.01],[-0.01],[-0.],[-0.],[0.04],[-0.04],[0.02],[0.02],[-0.],[-0.],[0.],[-0.],[-1.33],[-1.25],[-1.33],[-1.25],[0.33],[-0.],[-0.07],[-0.11],[-7.88],[-7.33],[-0.4],[-2.02],[0.],[0.],[0.],[0.],[-0.1],[0.],[0.],[0.],[0.36],[0.58],[-52.5],[-52.51],[13.35],[13.49],[-27.03],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4183593.],[2073442.],[4848620.],[2785843.]
82,[6.439],[6.419],[0.18],[0.18],[-0.01],[-0.01],[-0.],[-0.],[-0.03],[-0.04],[0.05],[0.02],[-0.],[-0.],[0.],[-0.],[-1.3],[-1.25],[-1.3],[-1.25],[0.39],[0.26],[-0.01],[-0.11],[-6.07],[-5.1],[1.93],[2.02],[0.],[0.],[0.],[0.],[-0.46],[0.],[0.],[0.],[0.3],[0.58],[-52.52],[-52.52],[13.35],[13.11],[-26.94],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4183593.],[2073442.],[4848620.],[2785843.]
83,[6.492],[6.469],[0.19],[0.18],[-0.01],[-0.01],[-0.],[0.],[-0.05],[-0.05],[-0.],[-0.],[-0.],[-0.],[0.],[-0.],[-1.3],[-1.25],[-1.3],[-1.25],[0.48],[0.26],[0.06],[-0.33],[-5.35],[-5.1],[1.83],[1.39],[0.],[0.],[0.],[0.],[-1.12],[0.],[0.],[0.],[0.25],[0.58],[-52.51],[-52.52],[13.35],[12.86],[-26.78],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4183576.],[2073442.],[4848620.],[2785843.]
84,[6.541],[6.518],[0.19],[0.18],[-0.01],[-0.01],[0.],[0.],[0.01],[-0.05],[0.03],[0.02],[0.],[-0.],[0.],[-0.],[1.3],[-1.25],[-1.3],[-1.25],[0.78],[0.26],[-0.27],[-0.31],[-4.88],[-5.1],[1.83],[1.81],[0.],[0.],[0.],[0.],[-2.22],[0.],[0.12],[0.],[0.19],[0.58],[-52.54],[-52.53],[13.35],[12.69],[-26.58],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4216120.],[2073442.],[4881164.],[2785843.]
85,[6.589],[6.571],[0.2],[0.18],[-0.01],[-0.02],[0.],[0.],[-0.05],[-0.05],[0.02],[0.02],[0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[-0.01],[-0.17],[0.29],[0.16],[-2.73],[-3.48],[1.83],[0.51],[0.],[0.],[0.],[0.],[-2.16],[0.],[0.],[0.],[0.14],[0.58],[-52.54],[-52.54],[13.35],[12.55],[-26.29],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4248664.],[2073442.],[4913708.],[2785843.]
86,[6.643],[6.62],[0.16],[0.16],[0.01],[-0.],[0.],[0.],[0.03],[0.02],[0.03],[0.02],[0.],[-0.],[0.],[-0.],[0.03],[-1.25],[0.03],[-1.25],[0.35],[-0.14],[-0.14],[0.07],[-2.05],[-2.72],[1.83],[1.17],[0.],[0.],[0.],[0.],[-1.73],[0.],[0.],[0.],[0.11],[0.58],[-52.54],[-52.54],[13.35],[12.48],[-25.97],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4281208.],[2073442.],[4946252.],[2785843.]
87,[6.692],[6.669],[0.14],[0.16],[0.06],[-0.],[-0.01],[0.],[-0.01],[0.02],[0.01],[0.02],[0.],[-0.],[0.],[-0.],[-0.05],[-1.25],[-0.05],[-1.25],[-0.49],[-0.3],[-0.14],[-0.06],[-1.25],[-2.72],[3.16],[2.16],[0.],[0.],[0.],[0.],[-0.92],[0.],[0.],[0.],[0.07],[0.58],[-52.54],[-52.55],[13.35],[12.48],[-25.73],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4313752.],[2073442.],[4978796.],[2785843.]
88,[6.741],[6.723],[0.15],[0.16],[0.],[-0.],[0.01],[0.],[0.04],[0.02],[-0.03],[-0.03],[0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[0.29],[-0.13],[-0.14],[-0.32],[-4.84],[-2.72],[4.01],[2.36],[0.],[0.],[0.],[0.],[-0.53],[0.],[0.],[0.],[0.],[0.58],[-52.54],[-52.58],[13.35],[12.61],[-25.54],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4346296.],[2073442.],[5011340.],[2785843.]
89,[6.791],[6.772],[0.18],[0.16],[0.],[-0.],[-0.01],[0.],[0.01],[0.02],[-0.02],[-0.02],[0.],[-0.],[0.],[-0.],[0.03],[-1.25],[0.03],[-1.25],[0.24],[0.6],[-0.75],[-0.48],[-2.14],[-2.72],[5.67],[2.36],[0.],[0.],[0.],[0.],[-0.63],[0.],[0.],[0.],[-0.02],[0.58],[-52.54],[-52.55],[13.35],[12.83],[-25.44],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4378840.],[2073442.],[5043884.],[2785843.]
90,[6.844],[6.821],[0.18],[0.16],[0.01],[0.01],[-0.01],[0.],[0.01],[0.02],[-0.03],[-0.02],[0.01],[-0.],[0.],[-0.],[-1.3],[-1.25],[-1.3],[-1.25],[0.55],[0.82],[0.],[-0.14],[-1.8],[-1.43],[6.33],[2.36],[0.],[0.],[0.],[0.],[-0.8],[0.],[-0.02],[0.],[-0.05],[0.58],[-52.54],[-52.53],[13.35],[12.99],[-25.3],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4378840.],[2073442.],[5043884.],[2785843.]
91,[6.893],[6.874],[0.18],[0.16],[-0.02],[0.],[0.01],[0.],[0.04],[0.02],[0.01],[-0.01],[-0.01],[-0.],[0.],[-0.],[-1.3],[-1.25],[-1.3],[-1.25],[0.55],[1.17],[0.19],[-0.14],[0.27],[0.16],[4.95],[2.36],[0.],[0.],[0.],[0.],[-1.68],[0.],[0.],[0.],[-0.06],[0.58],[-52.54],[-52.55],[13.35],[13.22],[-25.16],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4411384.],[2073442.],[5076428.],[2785843.]
92,[6.946],[6.923],[0.15],[0.16],[0.01],[0.],[0.],[0.],[0.01],[0.02],[0.],[-0.01],[-0.],[-0.],[0.],[-0.],[-0.07],[-1.25],[-0.07],[-1.25],[0.55],[0.67],[0.31],[-0.14],[0.5],[0.16],[3.74],[2.36],[0.],[0.],[0.],[0.],[-1.94],[0.],[0.],[0.],[-0.11],[0.58],[-52.56],[-52.56],[13.35],[13.36],[-25.15],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4443928.],[2073442.],[5108972.],[2785843.]
93,[6.995],[6.976],[0.14],[0.16],[-0.02],[0.],[0.],[0.],[0.02],[0.02],[-0.05],[-0.01],[-0.],[-0.],[0.],[-0.],[0.02],[-1.25],[0.02],[-1.25],[-0.22],[-0.41],[0.4],[-0.15],[1.21],[0.16],[2.14],[2.36],[0.],[0.],[0.],[0.],[-2.68],[0.],[-0.1],[0.],[-0.18],[0.58],[-52.56],[-52.56],[13.35],[13.37],[-25.19],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4476472.],[2073442.],[5141516.],[2785843.]
94,[7.044],[7.026],[0.16],[0.16],[0.02],[0.],[0.],[0.],[-0.07],[-0.02],[-0.02],[-0.01],[-0.],[-0.],[0.],[-0.],[-1.3],[-1.25],[-1.3],[-1.25],[-0.53],[-0.51],[-0.33],[-0.2],[1.25],[0.16],[2.64],[2.36],[0.],[0.],[0.],[0.],[664.16],[0.],[0.04],[0.],[-0.29],[0.58],[-52.56],[-52.55],[13.35],[13.43],[-25.24],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4476472.],[2073442.],[5141516.],[2785843.]
95,[7.093],[7.075],[0.15],[0.16],[-0.],[0.],[-0.01],[0.],[0.05],[0.04],[-0.],[-0.01],[-0.],[-0.],[0.],[-0.],[-1.3],[-1.25],[-1.3],[-1.25],[-0.17],[-0.51],[-0.03],[-0.09],[0.85],[0.16],[2.83],[2.36],[0.],[0.],[0.],[0.],[0.],[0.],[0.06],[0.],[-0.43],[0.58],[-52.56],[-52.55],[13.35],[13.44],[-25.29],[-25.82],[-372.],[124003.],[-1342.],[-4704.],[4509016.],[2073442.],[5174060.],[2785843.]
