,Ref_task3_Time,User_task3_Time,Ref_task3_Force,User_task3_Force,Ref_task3_L_pitchAcc,User_task3_L_pitchAcc,Ref_task3_L_yawAcc,User_task3_L_yawAcc,Ref_task3_L_surgeAcc,User_task3_L_surgeAcc,Ref_task3_L_rollAcc,User_task3_L_rollAcc,Ref_task3_L_pitchVel,User_task3_L_pitchVel,Ref_task3_L_yawVel,User_task3_L_yawVel,Ref_task3_L_surgeVel,User_task3_L_surgeVel,Ref_task3_L_rollVel,User_task3_L_rollVel,Ref_task3_L_pitch,User_task3_L_pitch,Ref_task3_L_yaw,User_task3_L_yaw,Ref_task3_L_surge,User_task3_L_surge,Ref_task3_L_roll,User_task3_L_roll,Ref_task3_L_x,User_task3_L_x,Ref_task3_L_y,User_task3_L_y,Ref_task3_L_z,User_task3_L_z,Ref_task3_L_motion,User_task3_L_motion,Ref_task3_R_pitchAcc,User_task3_R_pitchAcc,Ref_task3_R_yawAcc,User_task3_R_yawAcc,Ref_task3_R_surgeAcc,User_task3_R_surgeAcc,Ref_task3_R_rollAcc,User_task3_R_rollAcc,Ref_task3_R_pitchVel,User_task3_R_pitchVel,Ref_task3_R_yawVel,User_task3_R_yawVel,Ref_task3_R_surgeVel,User_task3_R_surgeVel,Ref_task3_R_rollVel,User_task3_R_rollVel
317,[69.24811316],[119.67007208],[0.],[0.],[0.],[0.01],[-0.],[0.],[0.],[-0.03],[-0.02],[0.02],[0.01],[-0.01],[-0.],[0.],[0.01],[0.04],[-0.],[0.],[-0.21],[-1.16],[0.2],[0.01],[-6.16],[-5.29],[-0.48],[-0.33],[0.],[0.],[0.],[0.],[0.1],[0.],[-0.15],[-0.23],[-29.21],[-29.44],[-7.99],[-7.74],[12.13],[11.99],[-7.35],[-7.5],[4868.],[82911.],[184.],[807.],[-6678.],[-21850.],[-1527.],[-820.]
318,[69.30907559],[119.73182559],[0.],[0.],[0.01],[0.01],[-0.],[-0.],[0.],[0.],[0.12],[0.18],[0.01],[0.03],[-0.],[0.],[0.01],[0.04],[-0.],[-0.],[-0.21],[-0.74],[-0.44],[-0.6],[-6.3],[-5.29],[-0.48],[-1.5],[0.],[0.],[0.],[0.],[0.1],[0.31],[-0.15],[-0.34],[-29.21],[-29.48],[-7.99],[-7.72],[12.06],[12.01],[-7.35],[-7.63],[4868.],[81818.],[184.],[826.],[-6550.],[-21850.],[-1527.],[-829.]
319,[69.37079978],[119.79277301],[0.],[0.],[0.02],[0.01],[-0.],[0.],[0.],[0.01],[-0.16],[-0.18],[0.01],[0.01],[-0.],[0.],[0.1],[0.08],[-0.],[-0.],[-0.21],[0.07],[-0.44],[-0.16],[-10.61],[-2.39],[-0.48],[-1.18],[0.],[0.],[0.],[0.],[0.1],[1.35],[-0.15],[-0.13],[-29.21],[-29.49],[-7.99],[-7.71],[12.05],[12.01],[-7.35],[-7.52],[4868.],[81492.],[184.],[834.],[-6544.],[-21850.],[-1527.],[-835.]
320,[69.43166542],[119.85450673],[0.],[0.],[-0.],[0.],[0.01],[0.],[0.],[-0.03],[0.03],[-0.03],[0.01],[0.01],[-0.],[0.],[0.2],[0.08],[-0.],[0.],[-0.21],[0.92],[-0.44],[-0.62],[2.19],[0.8],[-0.48],[0.58],[0.],[0.],[0.],[0.],[0.1],[0.39],[0.],[0.1],[-29.21],[-29.47],[-7.99],[-7.74],[12.14],[12.23],[-7.35],[-7.58],[4868.],[81396.],[184.],[838.],[-6541.],[-21850.],[-1527.],[-828.]
321,[69.49359131],[119.91533566],[0.],[0.],[-0.],[0.],[-0.01],[0.],[-0.1],[-0.1],[0.12],[0.05],[0.04],[0.02],[-0.],[0.],[0.04],[0.01],[-0.],[-0.],[-0.21],[1.07],[-0.44],[-0.68],[0.29],[0.8],[-0.48],[3.96],[0.],[0.],[0.],[0.03],[0.1],[0.13],[-0.03],[0.08],[-29.21],[-29.45],[-7.99],[-7.79],[12.29],[12.32],[-7.35],[-7.62],[4868.],[81262.],[184.],[869.],[-6495.],[-21850.],[-1527.],[-821.]
322,[69.55439138],[119.97724771],[0.],[0.],[-0.02],[-0.01],[-0.02],[0.],[0.01],[-0.01],[0.06],[0.04],[0.02],[0.02],[-0.],[-0.],[0.04],[0.03],[-0.],[0.],[-0.21],[-0.97],[-1.29],[-0.95],[9.14],[6.25],[-1.5],[0.2],[0.],[0.],[0.],[0.],[0.1],[0.1],[-0.38],[0.11],[-29.21],[-29.52],[-7.99],[-7.82],[12.32],[12.32],[-7.35],[-7.75],[4868.],[81193.],[184.],[913.],[-6408.],[-21850.],[-1527.],[-797.]
323,[69.61625767],[120.02800226],[0.],[0.],[0.01],[0.],[0.03],[0.03],[0.01],[0.07],[-0.15],[-0.06],[0.],[0.],[-0.],[-0.],[0.04],[0.03],[-0.],[0.],[-0.21],[0.03],[-1.26],[-0.95],[3.28],[1.67],[6.12],[4.66],[0.],[0.],[0.05],[0.05],[0.05],[0.1],[0.51],[0.35],[-29.21],[-29.54],[-7.99],[-7.82],[12.32],[12.28],[-7.35],[-7.81],[4868.],[81159.],[184.],[947.],[-6298.],[-21850.],[-1527.],[-788.]
324,[69.67695284],[120.0908742],[0.],[0.],[0.01],[0.03],[-0.],[0.],[-0.11],[-0.06],[-0.13],[-0.06],[-0.],[0.],[-0.],[-0.],[0.04],[0.02],[0.],[0.],[-0.21],[-0.23],[-0.76],[-0.95],[3.28],[-0.33],[6.12],[1.86],[0.],[0.],[0.],[0.02],[0.78],[0.34],[0.51],[0.13],[-29.21],[-29.53],[-7.99],[-7.79],[12.42],[12.5],[-7.35],[-7.84],[4868.],[81137.],[184.],[974.],[-6316.],[-21850.],[-1527.],[-805.]
325,[69.73889661],[120.15074897],[0.],[0.],[0.],[-0.01],[-0.],[0.],[0.1],[0.1],[0.12],[-0.04],[-0.01],[-0.02],[0.],[-0.],[0.04],[-0.],[0.],[0.],[-0.21],[-0.18],[-0.02],[-0.95],[3.28],[0.51],[6.12],[3.29],[0.],[0.],[0.],[0.],[1.45],[2.3],[-0.49],[-0.63],[-29.21],[-29.52],[-7.99],[-7.72],[12.46],[12.56],[-7.35],[-7.68],[4868.],[81159.],[184.],[936.],[-6441.],[-21850.],[-1527.],[-892.]
326,[69.80067325],[120.21261668],[0.],[0.],[0.],[0.01],[-0.],[-0.],[0.1],[0.09],[-0.17],[-0.04],[-0.01],[-0.06],[-0.],[-0.],[0.04],[-0.04],[-0.01],[0.],[0.42],[0.47],[-1.96],[-1.28],[-5.22],[-1.17],[-3.57],[-2.03],[0.],[0.],[0.],[0.],[1.45],[1.49],[-1.18],[-0.63],[-29.21],[-29.54],[-7.99],[-7.6],[12.43],[12.39],[-7.35],[-7.58],[4868.],[81153.],[184.],[968.],[-6508.],[-21850.],[-1527.],[-872.]
327,[69.86160922],[120.27345943],[0.],[0.],[-0.01],[-0.03],[-0.],[0.],[-0.04],[0.],[0.13],[-0.01],[-0.01],[-0.],[-0.],[-0.],[-0.27],[-0.11],[0.],[0.],[0.42],[0.37],[-0.04],[-0.84],[-6.92],[-0.87],[-1.43],[-2.05],[0.],[0.],[0.],[0.],[1.83],[3.05],[-0.05],[0.07],[-29.21],[-29.54],[-7.99],[-7.48],[12.43],[12.19],[-7.35],[-7.46],[4868.],[81148.],[184.],[1009.],[-6860.],[-21850.],[-1527.],[-880.]
328,[69.92332768],[120.33521891],[0.],[0.],[-0.02],[-0.08],[-0.01],[-0.01],[-0.01],[-0.01],[0.1],[0.03],[-0.01],[-0.01],[0.],[-0.],[-0.04],[-0.06],[0.],[0.],[0.2],[0.38],[-1.67],[-2.34],[1.82],[-0.28],[-1.43],[-1.08],[0.],[0.],[0.],[0.],[1.83],[4.92],[-0.05],[0.17],[-29.21],[-29.59],[-7.99],[-7.45],[12.43],[12.09],[-7.35],[-7.4],[4868.],[81132.],[184.],[1056.],[-8164.],[-21850.],[-1527.],[-786.]
329,[69.98423672],[120.39608717],[0.],[0.],[0.02],[0.09],[0.01],[-0.01],[-0.01],[-0.01],[-0.05],[-0.],[-0.01],[-0.01],[0.],[-0.],[-0.04],[-0.04],[0.],[0.],[-0.95],[0.6],[-1.53],[-0.99],[1.82],[-1.81],[5.84],[9.93],[0.],[0.],[0.],[0.],[1.83],[9.56],[-0.05],[0.12],[-29.21],[-29.62],[-7.99],[-7.38],[12.43],[12.09],[-7.35],[-7.39],[4868.],[81098.],[184.],[1082.],[-9698.],[-21850.],[-1527.],[-802.]
330,[70.04609561],[120.45799756],[0.],[0.],[0.02],[-0.01],[-0.01],[-0.01],[-0.01],[0.01],[-0.],[-0.],[0.01],[-0.],[0.],[-0.],[-0.01],[0.02],[-0.],[0.],[-1.24],[-0.21],[-0.62],[0.25],[-8.08],[-7.91],[9.43],[9.93],[0.],[0.],[0.],[0.],[1.83],[3.98],[-0.05],[-0.06],[-29.21],[-29.59],[-7.99],[-7.42],[12.49],[12.47],[-7.35],[-7.39],[4868.],[81063.],[184.],[1110.],[-10352.],[-21850.],[-1527.],[-942.]
331,[70.10693645],[120.51968908],[0.],[0.],[0.02],[0.02],[0.01],[-0.02],[-0.01],[-0.07],[-0.],[-0.02],[0.01],[-0.],[0.],[-0.],[-0.01],[0.04],[0.],[0.],[14.94],[1.06],[1.58],[0.76],[-8.08],[-8.71],[0.46],[-0.45],[0.],[0.],[0.],[0.],[1.83],[0.85],[-0.05],[0.15],[-29.21],[-29.59],[-7.99],[-7.49],[12.52],[12.55],[-7.35],[-7.33],[4868.],[81027.],[184.],[1132.],[-11542.],[-21850.],[-1527.],[-938.]
332,[70.1687386],[120.58066845],[0.],[0.],[0.02],[0.02],[-0.],[0.],[-0.01],[0.03],[-0.],[-0.02],[-0.],[-0.],[0.],[-0.],[-0.01],[0.06],[0.],[0.],[0.85],[1.06],[-2.26],[0.76],[-8.08],[-4.06],[-7.26],[-2.11],[0.],[0.],[0.],[0.],[1.83],[1.44],[-0.05],[0.03],[-29.21],[-29.64],[-7.99],[-7.58],[12.52],[12.61],[-7.35],[-7.27],[4868.],[80946.],[184.],[1152.],[-12666.],[-21850.],[-1527.],[-943.]
333,[70.1687386],[120.64239621],[0.],[0.],[0.02],[0.08],[-0.01],[-0.02],[-0.01],[0.12],[-0.2],[-0.06],[-0.],[-0.],[-0.],[-0.],[-0.03],[-0.05],[0.],[0.01],[1.25],[1.45],[2.64],[2.02],[-8.08],[-7.66],[0.26],[-2.11],[0.],[0.],[0.],[0.],[-0.3],[-0.07],[-0.13],[0.2],[-29.21],[-29.63],[-7.99],[-7.62],[12.52],[12.56],[-7.35],[-7.21],[4868.],[80785.],[184.],[1168.],[-14185.],[-21850.],[-1527.],[-976.]
334,[70.1687386],[120.70332694],[0.],[0.],[-0.01],[-0.],[0.01],[0.],[-0.01],[-0.07],[0.14],[0.01],[-0.],[-0.],[0.],[-0.],[-0.],[0.01],[-0.01],[-0.01],[0.72],[0.85],[2.64],[1.72],[3.11],[-1.81],[-9.84],[-2.11],[0.],[0.],[0.],[0.],[-2.02],[-1.55],[0.63],[0.98],[-29.21],[-29.61],[-7.99],[-7.6],[12.52],[12.55],[-6.82],[-7.09],[4868.],[80568.],[184.],[1178.],[-15508.],[-21850.],[-1527.],[-982.]
335,[70.1687386],[120.76508403],[0.],[0.],[0.02],[0.01],[-0.02],[-0.05],[-0.01],[0.02],[0.01],[0.01],[-0.],[0.02],[0.],[-0.],[-0.],[-0.],[-0.01],[-0.01],[0.85],[0.85],[1.28],[1.43],[3.11],[3.78],[-1.54],[0.6],[-0.02],[0.],[0.],[0.],[-2.02],[-8.44],[0.63],[0.58],[-29.21],[-29.6],[-7.99],[-7.56],[12.52],[12.59],[-6.85],[-7.02],[4868.],[80540.],[184.],[1195.],[-16472.],[-21850.],[-1527.],[-914.]
336,[70.1687386],[120.82601881],[0.],[0.],[-0.01],[-0.01],[-0.01],[-0.],[-0.01],[-0.06],[0.01],[0.01],[-0.],[0.04],[0.],[-0.],[0.01],[0.01],[-0.01],[-0.01],[1.37],[0.85],[0.06],[0.33],[3.11],[4.05],[4.86],[3.17],[0.],[0.],[0.],[0.],[-2.02],[-2.2],[0.3],[0.37],[-29.21],[-29.58],[-7.99],[-7.5],[12.52],[12.74],[-6.85],[-6.95],[4868.],[80515.],[184.],[1201.],[-17476.],[-21850.],[-1527.],[-918.]
337,[70.1687386],[120.88774872],[0.],[0.],[-0.01],[-0.02],[-0.01],[-0.01],[-0.01],[0.02],[0.01],[-0.],[-0.],[0.],[0.],[-0.],[0.01],[0.1],[0.],[-0.],[0.96],[0.84],[0.06],[-0.26],[3.11],[3.69],[2.13],[3.17],[0.],[0.],[0.],[0.02],[-1.12],[-1.67],[0.3],[0.43],[-29.21],[-29.61],[-7.99],[-7.4],[12.52],[12.89],[-6.85],[-6.9],[4868.],[80165.],[184.],[1197.],[-19201.],[-22049.],[-1527.],[-918.]
338,[70.1687386],[120.94865227],[0.],[0.],[-0.01],[0.],[-0.01],[0.01],[-0.01],[-0.02],[0.01],[0.05],[0.],[0.],[0.],[-0.],[0.01],[0.06],[0.],[0.],[1.55],[1.79],[0.06],[-0.49],[3.11],[4.08],[2.],[-0.36],[0.],[0.87],[0.],[0.],[-5.68],[-7.3],[0.3],[0.37],[-29.21],[-29.68],[-7.99],[-7.36],[12.52],[13.08],[-6.85],[-6.86],[4868.],[79307.],[184.],[1179.],[-21665.],[-22480.],[-1527.],[-873.]
339,[70.1687386],[121.01040745],[0.],[0.],[-0.01],[-0.03],[-0.06],[-0.13],[-0.01],[0.],[0.01],[0.03],[-0.],[0.],[0.],[-0.],[0.01],[0.01],[0.],[-0.],[1.55],[1.76],[0.06],[-0.88],[3.11],[-0.04],[-10.05],[-2.77],[0.],[5.22],[0.],[0.],[-5.68],[-13.95],[-0.28],[0.],[-29.21],[-29.73],[-7.99],[-7.34],[12.52],[12.96],[-6.85],[-6.83],[4868.],[77948.],[184.],[1167.],[-23239.],[-22866.],[-1527.],[-922.]
340,[70.1687386],[121.07221389],[0.],[0.],[0.02],[0.],[0.06],[0.1],[-0.01],[0.],[0.01],[0.02],[-0.01],[0.],[0.],[-0.],[0.01],[0.01],[0.],[0.],[1.31],[1.28],[0.06],[-0.89],[3.11],[1.48],[-1.63],[-3.14],[0.],[3.15],[0.],[0.],[-5.68],[-15.03],[0.24],[-0.21],[-29.21],[-29.72],[-7.99],[-7.33],[12.52],[12.79],[-6.94],[-6.74],[4868.],[76451.],[184.],[1132.],[-23239.],[-23368.],[-1527.],[-947.]
341,[70.1687386],[121.13305163],[0.],[0.],[-0.03],[-0.05],[0.02],[0.02],[-0.1],[0.06],[-0.09],[-0.08],[0.01],[0.01],[0.],[-0.],[0.01],[0.01],[0.],[0.],[-0.76],[0.18],[0.06],[-1.06],[3.11],[8.39],[-1.19],[-1.08],[0.],[0.95],[0.],[0.],[-5.68],[-12.48],[-1.33],[-0.43],[-29.21],[-29.67],[-7.99],[-7.27],[12.52],[12.75],[-6.56],[-6.66],[4868.],[75481.],[184.],[1122.],[-23239.],[-23751.],[-1527.],[-952.]
342,[70.1687386],[121.19488692],[0.],[0.],[0.],[0.01],[0.02],[0.04],[0.15],[0.05],[0.07],[0.04],[0.01],[0.02],[0.],[-0.],[0.01],[-0.01],[0.],[-0.],[-0.64],[-0.09],[0.06],[-0.8],[3.11],[4.21],[-1.19],[-1.37],[0.],[0.1],[0.],[0.],[-5.68],[-10.3],[-0.15],[-0.43],[-29.21],[-29.6],[-7.99],[-7.23],[12.52],[12.8],[-6.56],[-6.53],[4868.],[74585.],[184.],[1120.],[-23239.],[-24225.],[-1527.],[-952.]
343,[70.1687386],[121.25586677],[0.],[0.],[0.03],[0.03],[0.01],[0.01],[-0.16],[-0.25],[-0.03],[0.01],[-0.],[-0.01],[0.],[-0.],[-0.03],[-0.04],[0.],[0.],[-0.64],[0.1],[0.06],[-0.58],[3.11],[5.44],[-6.74],[-2.74],[0.],[0.],[0.],[0.],[-5.68],[-5.3],[0.47],[0.77],[-29.21],[-29.66],[-7.99],[-7.23],[12.52],[12.86],[-6.56],[-6.43],[4868.],[73899.],[184.],[1115.],[-23239.],[-24749.],[-1527.],[-952.]
344,[70.1687386],[121.317559],[0.],[0.],[-0.01],[0.01],[0.01],[0.01],[-0.16],[-1.07],[-0.03],[-0.01],[-0.01],[-0.01],[-0.],[-0.],[-0.03],[-0.07],[0.],[0.],[-0.64],[-0.38],[0.06],[-0.46],[3.11],[1.63],[-2.79],[-2.74],[0.],[0.],[0.],[0.],[-5.68],[-4.89],[0.61],[0.83],[-29.21],[-29.66],[-7.99],[-7.27],[12.52],[12.73],[-6.56],[-6.42],[4868.],[73051.],[184.],[1103.],[-23239.],[-25326.],[-1527.],[-945.]
345,[70.1687386],[121.37842846],[0.],[0.],[-0.01],[-0.01],[0.],[0.01],[0.07],[1.25],[-0.03],[0.01],[-0.01],[-0.05],[-0.],[-0.],[-0.03],[0.05],[0.],[-0.],[-2.38],[-1.76],[0.06],[-0.63],[3.11],[2.73],[-4.78],[-3.89],[0.],[0.],[0.],[0.],[-5.68],[-3.13],[0.61],[0.48],[-29.21],[-29.67],[-7.99],[-7.3],[12.52],[12.64],[-6.56],[-6.42],[4868.],[71770.],[184.],[1088.],[-23239.],[-25510.],[-1527.],[-937.]
346,[70.1687386],[121.44027185],[0.],[0.],[-0.02],[-0.02],[-0.01],[0.01],[0.13],[0.14],[-0.03],[-0.03],[-0.01],[-0.02],[-0.],[-0.],[-0.03],[-0.03],[0.],[-0.01],[-1.82],[-2.11],[0.06],[-0.57],[3.11],[1.79],[-8.73],[-7.56],[0.],[0.],[0.],[0.],[-5.68],[-1.5],[0.33],[0.22],[-29.21],[-29.69],[-7.99],[-7.34],[12.52],[12.56],[-6.56],[-6.37],[4868.],[70111.],[184.],[1071.],[-23239.],[-25416.],[-1527.],[-938.]
347,[70.1687386],[121.50107288],[0.],[0.],[-0.03],[-0.02],[-0.01],[0.01],[0.03],[-0.02],[-0.06],[-0.03],[0.01],[-0.],[-0.],[-0.],[-0.03],[-0.03],[0.],[0.01],[0.67],[-0.02],[1.03],[0.97],[3.11],[2.06],[-8.29],[-7.16],[0.],[0.],[0.],[0.],[-5.68],[-0.16],[0.33],[0.],[-29.21],[-29.66],[-7.99],[-7.34],[12.5],[12.51],[-6.56],[-6.34],[4868.],[68453.],[184.],[1051.],[-23239.],[-25212.],[-1527.],[-936.]
348,[70.1687386],[121.56293988],[0.],[0.],[0.01],[-0.01],[0.03],[0.01],[-0.02],[-0.02],[0.01],[0.02],[0.],[-0.],[-0.],[-0.],[0.01],[0.13],[0.],[0.],[-0.39],[-0.02],[1.03],[1.26],[3.11],[2.09],[-8.29],[-6.59],[0.],[0.],[0.],[0.],[-5.68],[-0.18],[0.33],[-0.16],[-29.21],[-29.64],[-7.99],[-7.35],[12.5],[12.51],[-6.56],[-6.38],[4868.],[67016.],[184.],[1045.],[-23239.],[-24979.],[-1527.],[-936.]
349,[70.1687386],[121.6238842],[0.],[0.],[-0.01],[-0.01],[-0.],[0.01],[-0.02],[0.02],[0.01],[0.03],[0.],[-0.],[-0.],[-0.],[0.01],[0.12],[0.],[-0.],[-1.32],[-1.5],[1.03],[1.41],[4.43],[5.79],[-8.29],[-6.64],[0.],[0.],[0.],[0.],[-5.68],[-2.43],[0.33],[0.23],[-29.21],[-29.61],[-7.99],[-7.43],[12.43],[12.44],[-6.56],[-6.58],[4868.],[65397.],[184.],[1036.],[-23239.],[-24509.],[-1527.],[-928.]
350,[70.1687386],[121.68562675],[0.],[0.],[0.],[0.],[0.01],[0.01],[-0.05],[-0.08],[0.01],[0.01],[0.],[-0.],[-0.],[-0.],[-0.07],[0.06],[0.],[-0.],[-2.03],[-1.5],[1.03],[1.39],[6.56],[8.57],[2.43],[-3.46],[0.],[0.],[0.],[0.],[-5.68],[-9.21],[0.33],[0.7],[-29.21],[-29.58],[-7.99],[-7.51],[12.43],[12.3],[-6.56],[-6.64],[4868.],[63643.],[184.],[1002.],[-23239.],[-24144.],[-1567.],[-939.]
351,[70.1687386],[121.74651861],[0.],[0.],[0.03],[0.02],[-0.01],[-0.01],[-0.09],[-0.19],[0.18],[0.05],[0.],[-0.],[-0.],[-0.],[-0.27],[-0.16],[0.],[0.],[-1.16],[-0.41],[1.03],[1.59],[3.24],[-6.41],[-0.82],[-1.39],[-0.42],[0.],[0.],[0.],[-21.73],[-12.83],[0.33],[0.31],[-29.21],[-29.59],[-7.99],[-7.64],[12.06],[12.09],[-6.78],[-6.7],[4868.],[61608.],[184.],[979.],[-23239.],[-24078.],[-1617.],[-944.]
352,[70.1687386],[121.79838848],[0.],[0.],[0.02],[0.02],[-0.01],[-0.01],[-0.03],[0.04],[-0.05],[0.05],[0.],[-0.],[-0.],[-0.],[-0.04],[-0.02],[0.],[-0.],[1.33],[0.25],[1.03],[0.82],[3.24],[-72.45],[-13.41],[-1.39],[-1.24],[0.],[0.],[0.],[-24.35],[-15.31],[0.33],[0.15],[-29.21],[-29.53],[-7.99],[-7.66],[11.67],[11.82],[-6.78],[-6.69],[4868.],[59636.],[184.],[953.],[-23239.],[-24078.],[-1600.],[-944.]
353,[70.1687386],[121.85915017],[0.],[0.],[0.02],[0.02],[0.],[-0.01],[0.14],[0.15],[-0.2],[-0.15],[0.],[-0.],[-0.],[-0.],[-0.04],[0.04],[0.],[0.],[-2.36],[-0.19],[-0.25],[-0.45],[3.24],[5.24],[0.08],[-0.32],[-0.82],[0.],[0.],[0.],[-10.72],[-15.31],[0.33],[0.05],[-29.21],[-29.44],[-7.99],[-7.68],[11.67],[11.84],[-6.87],[-6.83],[4868.],[57805.],[184.],[930.],[-23239.],[-24059.],[-1599.],[-953.]
354,[70.1687386],[121.9209969],[0.],[0.],[-0.],[-0.03],[-0.02],[-0.01],[0.14],[0.16],[0.22],[0.68],[0.],[-0.],[-0.],[-0.],[0.22],[0.24],[-0.],[0.],[-3.27],[-0.31],[0.47],[-0.32],[18.62],[13.52],[-10.22],[-4.85],[-0.03],[0.],[0.],[0.],[-19.51],[-15.31],[0.33],[0.34],[-29.21],[-29.39],[-7.99],[-7.67],[11.67],[11.9],[-6.87],[-6.89],[4868.],[56169.],[184.],[905.],[-23239.],[-23978.],[-1629.],[-967.]
355,[70.1687386],[121.98278213],[0.],[0.],[0.],[-0.03],[0.02],[0.03],[0.14],[-0.03],[-0.17],[-0.53],[0.],[0.],[-0.],[-0.],[-0.14],[-0.07],[-0.],[0.],[0.79],[0.3],[-1.01],[-1.49],[16.53],[12.39],[-6.79],[-2.62],[-0.03],[0.],[0.06],[0.05],[-18.13],[-15.31],[0.33],[0.22],[-29.21],[-29.34],[-7.99],[-7.66],[11.67],[11.78],[-6.87],[-6.93],[4868.],[54297.],[184.],[880.],[-23239.],[-23955.],[-1651.],[-1002.]
356,[70.1687386],[122.0436635],[0.],[0.],[-0.],[0.01],[0.02],[0.08],[0.14],[0.11],[0.05],[-0.13],[0.],[0.],[-0.],[-0.],[-0.14],[-0.07],[-0.],[0.],[0.79],[0.37],[-1.14],[-1.29],[16.53],[13.57],[-3.17],[-1.9],[-0.05],[0.],[0.],[0.02],[-24.5],[-15.31],[0.76],[0.6],[-29.21],[-29.23],[-7.99],[-7.66],[11.67],[11.79],[-6.87],[-6.85],[4868.],[52033.],[184.],[848.],[-23239.],[-23947.],[-1653.],[-1023.]
357,[70.1687386],[122.10545468],[0.],[0.],[-0.],[0.01],[-0.01],[-0.07],[-0.18],[-0.12],[0.06],[0.02],[0.],[0.],[-0.],[-0.],[-0.14],[-0.12],[-0.],[0.01],[0.79],[0.71],[-4.],[-4.49],[4.09],[8.9],[-3.17],[-2.4],[-0.71],[0.44],[0.],[0.],[-21.34],[-15.31],[0.76],[0.98],[-29.21],[-29.13],[-7.99],[-7.66],[11.67],[11.85],[-6.87],[-6.72],[4868.],[49752.],[184.],[824.],[-23239.],[-23941.],[-1675.],[-1028.]
358,[70.1687386],[122.16732502],[0.],[0.],[-0.01],[-0.01],[0.01],[0.05],[-0.01],[-0.01],[0.22],[0.02],[0.],[0.],[-0.],[-0.],[0.02],[-0.03],[0.01],[0.01],[0.79],[-0.62],[-4.],[-4.61],[3.84],[-2.76],[-3.17],[-1.56],[-1.22],[0.7],[0.],[-0.02],[-15.8],[-14.32],[0.5],[0.08],[-29.21],[-29.05],[-7.99],[-7.7],[11.67],[11.84],[-6.52],[-6.41],[4868.],[47895.],[184.],[787.],[-23239.],[-23920.],[-1687.],[-1025.]
359,[70.1687386],[122.2281518],[0.],[0.],[-0.04],[-0.01],[-0.03],[-0.07],[-0.01],[-0.12],[-0.01],[-0.01],[0.],[0.],[-0.],[-0.],[0.02],[0.],[-0.],[-0.01],[0.85],[1.17],[-4.],[-5.47],[3.84],[-0.17],[-3.17],[-3.63],[-0.4],[0.27],[0.],[0.],[-16.46],[-11.97],[-0.2],[-0.1],[-29.21],[-29.04],[-7.99],[-7.71],[11.67],[11.95],[-6.52],[-6.23],[4868.],[47085.],[184.],[774.],[-23239.],[-23780.],[-1688.],[-1025.]
360,[70.1687386],[122.28899455],[0.],[0.],[0.02],[0.01],[-0.03],[-0.04],[-0.01],[-0.09],[-0.16],[-0.01],[0.],[0.],[-0.],[-0.],[0.02],[0.],[-0.],[-0.],[0.85],[0.7],[-4.],[-5.03],[3.84],[9.07],[-3.17],[-2.21],[-0.05],[2.21],[0.],[0.],[-27.82],[-8.43],[-1.21],[-0.33],[-29.21],[-29.04],[-7.99],[-7.75],[11.67],[11.64],[-6.52],[-6.2],[4868.],[46938.],[184.],[771.],[-23239.],[-23692.],[-1685.],[-1042.]
361,[70.1687386],[122.35079908],[0.],[0.],[0.02],[0.01],[-0.03],[-0.27],[0.14],[0.09],[0.01],[-0.01],[0.],[0.],[-0.],[-0.],[0.02],[0.09],[-0.],[0.],[-0.18],[-0.02],[-4.],[-12.65],[24.61],[18.43],[-3.17],[-0.21],[-0.83],[5.],[-0.05],[-0.05],[-40.39],[-11.15],[0.],[-0.33],[-29.21],[-29.04],[-7.99],[-7.79],[11.67],[11.49],[-6.52],[-6.17],[4868.],[46936.],[184.],[771.],[-23239.],[-23512.],[-1684.],[-1054.]
362,[70.1687386],[122.41276407],[0.],[0.],[-0.01],[-0.],[0.01],[0.1],[-0.03],[-0.09],[-0.01],[-0.01],[0.],[0.],[-0.],[-0.],[0.02],[-0.01],[-0.],[-0.],[-0.18],[-1.19],[-4.],[-6.74],[24.61],[16.63],[-3.17],[0.38],[-0.23],[4.37],[-0.06],[-0.05],[-25.39],[-10.36],[-0.47],[-0.33],[-29.21],[-29.06],[-7.99],[-7.84],[11.67],[11.54],[-6.52],[-5.92],[4868.],[46940.],[184.],[768.],[-23239.],[-23212.],[-1679.],[-1063.]
363,[70.1687386],[122.47362757],[0.],[0.],[-0.01],[0.],[-0.02],[-0.06],[0.05],[0.08],[0.07],[0.07],[0.],[0.],[-0.],[-0.],[-0.1],[-0.08],[-0.],[-0.],[-0.18],[-0.48],[-4.],[-5.64],[24.61],[23.3],[-3.17],[3.29],[-0.34],[3.47],[-0.08],[-0.05],[-22.6],[-10.62],[-1.],[-0.95],[-29.21],[-29.17],[-7.99],[-7.92],[11.67],[11.92],[-6.52],[-5.84],[4868.],[46945.],[184.],[759.],[-23239.],[-22648.],[-1678.],[-1058.]
